,Gene names,Tissue,Pathway,CellularLocation,Enzymename,EnzymeType,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Substrate,Product,Cofactor,Inhibitor,ChebiID,pH,Temperature,KeggReactionID,ReactionEquation,KineticMechanismType
67328,PKM,-,Pyruvate metabolism,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",pyruvate kinase,wildtype His6-tagged,concentration,Phosphoenolpyruvate,0.0,0.005,-,M,Phosphoenolpyruvate;ADP,ATP;Pyruvate,,Oxalate,16761;44897;18021;15361;32816;15422;30616;16995;30623,8.0,32.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Competitive inhibition
67333,PKM,-,Pyruvate metabolism,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",pyruvate kinase,wildtype His6-tagged,concentration,"Fructose 1,6-bisphosphate",0.002,,-,M,Phosphoenolpyruvate;ADP,ATP;Pyruvate,,Oxalate,16761;44897;18021;15361;32816;15422;30616;16995;30623,8.0,32.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Competitive inhibition
67338,PKM,-,Pyruvate metabolism,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",pyruvate kinase,wildtype His6-tagged,concentration,ADP,0.005,,-,M,Phosphoenolpyruvate;ADP,ATP;Pyruvate,,Oxalate,16761;44897;18021;15361;32816;15422;30616;16995;30623,8.0,32.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Competitive inhibition
67343,PKM,-,Pyruvate metabolism,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",pyruvate kinase,wildtype His6-tagged,Vmax,,0.003783409,,-,katal*g^(-1),Phosphoenolpyruvate;ADP,ATP;Pyruvate,,Oxalate,16761;44897;18021;15361;32816;15422;30616;16995;30623,8.0,32.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Competitive inhibition
67348,PKM,-,Pyruvate metabolism,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",pyruvate kinase,wildtype His6-tagged,concentration,Oxalate,0.0,0.0004,-,M,Phosphoenolpyruvate;ADP,ATP;Pyruvate,,Oxalate,16761;44897;18021;15361;32816;15422;30616;16995;30623,8.0,32.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Competitive inhibition
67353,PKM,-,Pyruvate metabolism,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",pyruvate kinase,wildtype His6-tagged,Ki,Oxalate,2.4e-05,,4.0E-6,M,Phosphoenolpyruvate;ADP,ATP;Pyruvate,,Oxalate,16761;44897;18021;15361;32816;15422;30616;16995;30623,8.0,32.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Competitive inhibition
67719,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,kcat/Km,UDP-N-acetyl-D-glucosamine,2000.0,,233.33333333333334,M^(-1)*s^(-1),UDP-N-acetyl-D-glucosamine;Peptide-L-serine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Michaelis-Menten
67720,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Peptide-L-serine,0.003,,-,M,UDP-N-acetyl-D-glucosamine;Peptide-L-serine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Michaelis-Menten
67721,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP-N-acetyl-D-glucosamine,4e-07,2.5e-05,-,M,UDP-N-acetyl-D-glucosamine;Peptide-L-serine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Michaelis-Menten
67722,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,Km,UDP-N-acetyl-D-glucosamine,2.3e-06,,3.6E-7,M,UDP-N-acetyl-D-glucosamine;Peptide-L-serine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Michaelis-Menten
67723,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Enzyme,3.2e-08,,-,M,UDP-N-acetyl-D-glucosamine;Peptide-L-serine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Michaelis-Menten
67724,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,kcat,,0.004833333333333333,,2.0E-4,s^(-1),UDP-N-acetyl-D-glucosamine;Peptide-L-serine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Michaelis-Menten
67725,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP-N-acetyl-D-glucosamine,4e-07,5e-05,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67726,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Peptide-L-serine,0.003,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67727,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Enzyme,3.2e-08,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67728,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,Km,UDP-N-acetyl-D-glucosamine,2.5e-06,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67729,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Peptide-L-serine,0.003,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67730,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,Km,UDP-N-acetyl-D-glucosamine,7.5e-05,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67731,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP-N-acetyl-D-glucosamine,5e-05,0.004,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67732,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Enzyme,6.000000000000001e-07,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,unknown
67733,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,Vmax,,1.6666666666666669e-10,,-,M*s^(-1),Peptide-L-serine;UDP-N-acetyl-D-glucosamine,Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine;UDP,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67734,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Peptide-L-serine,0.0035,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine;UDP,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67735,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Enzyme,8e-08,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine;UDP,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67736,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP-N-acetyl-D-glucosamine,1.2e-06,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine;UDP,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67737,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP,2e-05,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67738,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP-N-acetyl-D-glucosamine,1.2e-06,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67739,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Peptide-L-serine,0.0035,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67740,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Enzyme,8e-08,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67741,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,Vmax,,1e-10,,-,M*s^(-1),Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,16264;17659,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67742,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP,5e-05,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67743,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,UDP-N-acetyl-D-glucosamine,1.2e-06,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67744,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Peptide-L-serine,0.0035,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67745,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,Vmax,,5e-11,,-,M*s^(-1),Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67746,OGT,-,,"[unknown, unknown, unknown, unknown, unknown]",protein O-GlcNAc transferase,wildtype ncOGT isoform,concentration,Enzyme,8e-08,,-,M,Peptide-L-serine;UDP-N-acetyl-D-glucosamine,UDP;Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,,,17659;16264,7.4,22.0,,UDP-N-acetyl-D-glucosamine + Peptide-L-serine = UDP + Peptide-3-O-(N-acetyl-D-glucosaminyl)-L-serine,Sequential ordered Bi Bi
67747,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,Vmax,,0.00816683,,4.50009E-4,katal*g^(-1),Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67752,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,Km,Phosphoenolpyruvate,0.00013000000000000002,,1.0E-5,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67757,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,Km,ADP,0.00063,,8.999999999999999E-5,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67762,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,concentration,ADP,0.0,0.005,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67767,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,concentration,"Fructose 1,6-bisphosphate",0.002,,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67772,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,concentration,Enzyme,5e-05,,-,mg/ml,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67777,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype,concentration,Phosphoenolpyruvate,0.0,0.005,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67782,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Km,ADP,0.0005200000000000001,,2.6000000000000003E-4,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,,16761;32816;15361;44897;18021;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67787,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,ADP,0.0,0.005,-,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,,16761;32816;15361;44897;18021;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67792,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,Phosphoenolpyruvate,0.0,0.005,-,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,,16761;32816;15361;44897;18021;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67797,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,Enzyme,0.0004,,-,mg/ml,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,,16761;32816;15361;44897;18021;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67802,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Vmax,,0.001733368,,4.33342E-4,katal*g^(-1),ADP;Phosphoenolpyruvate,Pyruvate;ATP,,,16761;32816;15361;44897;18021;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67807,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Km,Phosphoenolpyruvate,0.0024,,0.001,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,,16761;32816;15361;44897;18021;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67812,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Km,Phosphoenolpyruvate,0.0015500000000000002,,7.3E-4,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;15422;30616;32816;15361;16761,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67817,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Vmax,,0.00036667400000000016,,1.50003E-4,katal*g^(-1),Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;15422;30616;32816;15361;16761,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67822,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,Phosphoenolpyruvate,0.0,0.005,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;15422;30616;32816;15361;16761,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67827,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Km,ADP,0.00385,,0.0024,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;15422;30616;32816;15361;16761,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67832,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,Enzyme,0.00015,,-,mg/ml,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;15422;30616;32816;15361;16761,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67837,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,ADP,0.0,0.005,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,,44897;18021;15422;30616;32816;15361;16761,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,unknown
67842,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,ADP,0.002,,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,Triiodothyronine,16761;44897;18021;15422;30616;32816;15361;18258,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67847,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,Phosphoenolpyruvate,0.002,,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,Triiodothyronine,16761;44897;18021;15422;30616;32816;15361;18258,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67852,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Kd,"3,3'5-Triiodo-L-thyronine",17000000.0,,3000000.0,M^(-1),Phosphoenolpyruvate;ADP,Pyruvate;ATP,,Triiodothyronine,16761;44897;18021;15422;30616;32816;15361;18258,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67857,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Ki,"3,3'5-Triiodo-L-thyronine",2e-08,,-,M,Phosphoenolpyruvate;ADP,Pyruvate;ATP,,Triiodothyronine,16761;44897;18021;15422;30616;32816;15361;18258,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67862,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,Ki,L-Thyroxine,1e-07,,-,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,L-Thyroxine,44897;18021;18332;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67867,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,ADP,0.002,,-,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,L-Thyroxine,44897;18021;18332;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67872,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,Phosphoenolpyruvate,0.002,,-,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,L-Thyroxine,44897;18021;18332;32816;15361;16761;15422;30616,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
67877,PKM,A431 cell,Glycolysis/Gluconeogenesis,"[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]",pyruvate kinase,wildtype monomeric p58-M2,concentration,ADP,0.002,,-,M,ADP;Phosphoenolpyruvate,Pyruvate;ATP,,"3,3'5-Triiodothyropropionic acid",32816;15361;16761;15422;30616;44897;18021,-,22.0,R00200,ATP + Pyruvate = ADP + Phosphoenolpyruvate,Inhibition
